Прізвище,Ім'я,По батькові,Стать,Дата народження,Посада,Місто проживання,Адреса проживання,Телефон,Email
Кириленко,Владислав,Іванович,Чоловік,2003-11-14,Дантист,місто Бобровиця,"площа Олександра Богомольця, буд. 9, Новгород-Сіверський, 14857",037 073-79-85,gzatovkaniuk@example.org
Ґжицький,Гліб,Григорович,Чоловік,1956-08-20,Графік,місто Балаклія,"набережна Китобійна, буд. 13 кв. 5, Корсунь-Шевченківський, 98732",319-63-11,ftkach@example.org
Іваненко,Августин,Романович,Чоловік,1991-10-18,Реставратор,село Ковель,"сквер Дальницька, буд. 64, Моспине, 06457",408-84-78,nehodatymofii@example.net
Архипенко,Руслан,Богданович,Чоловік,1969-08-01,Ґрунтознавець,село Березівка,"провулок Середньофонтанська, буд. 65, Волочиськ, 71394",032 643 56 52,korolenkopavlo@example.net
Примаченко,Борис,Михайлович,Чоловік,1980-09-08,Головний меркшейдер,хутір Суми,"узвіз Литавровий, буд. 7 кв. 17, Малин, 92184",064 508-48-61,liushchenko@example.com
Василашко,Валентин,Макарович,Чоловік,1943-04-25,Краєзнавець,селище Глухів,"шосе Новопланівська, буд. 460 кв. 0, Стебник, 38268",059 255 42 47,kostiantyn51@example.org
Кальченко,Омелян,Сергійович,Чоловік,1990-10-12,Палеонтолог,село Бучач,"провулок Калинова, буд. 935, Лутугине, 38492",+380 21 326-49-46,zhukdavyd@example.com
Романенко,Валентин,Петрович,Чоловік,1957-11-23,Реставратор,селище Керч,"проспект Багринова, буд. 73, Жданівка, 11769",+380 (29) 762-85-14,dannahodunok@example.com
Щорс,Симон,Васильович,Чоловік,1945-04-05,Нотаріус,хутір Вилкове,"сквер Тиха, буд. 9 кв. 368, Батурин, 08441",561 85 32,ekolisnychenko@example.net
Михайличенко,Святослав,Макарович,Чоловік,1989-12-26,Фармацевт,селище Чоп,"сквер Шкільний аеродром, буд. 6, Токмак, 34094",+380 (46) 527-82-25,iatsenkopriska@example.net
Сімашкевич,Олександр,Павлович,Чоловік,1981-04-09,Дерун,селище Березне,"шосе Халайджогло, буд. 78 кв. 7, Кипуче, 64776",050 954 72 20,klavdiiadanyliuk@example.org
Михалюк,Леон,Андрійович,Чоловік,1958-11-23,Шериф,місто Гребінка,"вулиця Байдарочний, буд. 47, Шепетівка, 38270",+380 17 507-97-25,leopold88@example.org
Засенко,Геннадій,Володимирович,Чоловік,1943-09-01,Економіст,хутір Вуглегірськ,"вулиця Аеропортівський 5-й, буд. 7 кв. 0, Сокиряни, 95319",+380 51 663 77 11,danylenkosviatoslav@example.org
Артимишин,Трохим,Павлович,Чоловік,1978-12-18,Менеджер,хутір Нова Одеса,"набережна Лодочний, буд. 4, Дружківка, 89481",+380 16 925-29-36,arsenychsviatoslava@example.org
Давиденко,Павло,Петрович,Чоловік,1945-07-19,Фотограф,село Стебник,"набережна Штурвальна, буд. 5, Сорокине, 89498",+380 56 137-33-83,leontiizharko@example.net
Батуринець,Трохим,Андрійович,Чоловік,1975-05-09,Астроном,село Ямпіль,"шосе Верф’яний, буд. 642 кв. 138, Узин, 73383",+380 76 821 25 09,sheremetokhrim@example.net
Устенко,Єлисей,Олексійович,Чоловік,1939-10-11,Скульптор,село Вараш,"парк Ямчитського, буд. 1 кв. 88, Татарбунари, 45224",+380 (87) 485-63-51,mveres@example.com
Дашкевич,Остап,Павлович,Чоловік,1941-10-17,Нотаріус,місто Шпола,"вулиця Китобійна, буд. 4 кв. 448, Підгайці, 05043",+380 60 593 71 62,dzhusalevtyn@example.net
Ткаченко,Омелян,Дмитрович,Чоловік,2005-12-23,Письменник,місто Новгород-Сіверський,"узвіз Басейна, буд. 32 кв. 61, Вільнянськ, 35609",004 323-43-32,omelian35@example.org
Деряжний,Степан,Юрійович,Чоловік,1943-08-09,Ветеринар,хутір Болехів,"провулок Бучми, буд. 33 кв. 883, Вилкове, 96449",546-11-46,artymiryna@example.net
Бабариченко,Лукʼян,Васильович,Чоловік,1971-03-14,Каскадер,місто Миронівка,"вулиця Соціальна, буд. 929 кв. 453, Чоп, 96558",+380 59 827 77 37,liudmyla38@example.net
Лупій,Аркадій,Володимирович,Чоловік,2001-01-17,Складальник,місто Радивилів,"вулиця Чорноморський 5-й, буд. 6 кв. 63, Славута, 62100",082 280-60-72,adamchukkhoma@example.net
Козаченко,Юстим,Володимирович,Чоловік,1940-12-08,Сантехнік,село Жданівка,"провулок Газовий, буд. 856, Часів Яр, 81678",+380 39 722-16-97,orysia01@example.com
Журба,Степан,Павлович,Чоловік,1958-11-13,Композитор,село Тростянець,"узвіз Церковна, буд. 67, Березівка, 79401",+380 93 461-55-91,hrytsenkohennadii@example.com
Мазепа,Гордій,Степанович,Чоловік,2007-03-01,Психолог,селище Ізяслав,"набережна Офіцерська, буд. 88, Малин, 23285",+380 24 816 80 87,bevzenkomaryna@example.org
Дзиндра,Теодор,Сергійович,Чоловік,1993-03-10,Бізнесмен,хутір Сквира,"площа Черешнева, буд. 330, Новогродівка, 20079",069 022 12 50,chaikapetro@example.com
Оніщук,Максим,Макарович,Чоловік,1968-09-21,Швачка,село Ланівці,"шосе Маршрутна, буд. 3, Золоте, 23432",145-83-38,anastasiiaiemelianenko@example.com
Дашкевич,Гаврило,Вікторович,Чоловік,1951-11-18,Геофізик,селище Шахтарське,"проспект Василя Кандинського 1-й, буд. 298, Барвінкове, 36004",004 912-63-24,spas35@example.com
Таран,Єфрем,Іванович,Чоловік,1961-05-21,Адвокат,хутір Володимир-Волинський,"парк Спортивна, буд. 389 кв. 35, Вінниця, 73143",027 154 24 92,gtytarenko@example.com
Адамчук,Ярема,Сергійович,Чоловік,1992-10-27,Географ,хутір Кривий Ріг,"парк Майка Йогансена, буд. 5, Горохів, 02088",+380 03 461-08-57,xvernyhora@example.net
Чуприна,Лукʼян,Сергійович,Чоловік,1949-09-05,Редактор,селище Брянка,"парк Краснослобідська, буд. 06 кв. 323, Южне, 24864",074 082 34 75,hkarpa@example.net
Твердохліб,Варфоломій,Павлович,Чоловік,1968-12-12,Ді-джей,село Конотоп,"проспект 5-та Лінія 6-й ст. Люстдорфської дороги, буд. 31, Золотоноша, 44479",892 68 83,cdakhno@example.org
Сацюк,Леопольд,Петрович,Чоловік,1966-08-14,Гірник,село Жовква,"сквер Промисловий, буд. 57, Гадяч, 69445",357 40 14,kbalaban@example.org
Вакуленко,Онисим,Михайлович,Чоловік,1998-12-07,Бухгалтер,хутір Керч,"парк Косий, буд. 69 кв. 54, Почаїв, 15982",029 992 09 95,bohodar85@example.net
Забашта,Максим,Федорович,Чоловік,2000-02-18,Льотчик,село Звенигородка,"узвіз Текстильників, буд. 13, Алупка, 77400",+380 72 480-85-51,ieromenkomaryna@example.net
Ажажа,Макар,Васильович,Чоловік,1973-09-23,Машиніст,хутір Гайворон,"парк Слобідська, буд. 59 кв. 23, Харків, 32504",+380 (36) 093-86-38,nazar37@example.net
Лесик,Василь,Романович,Чоловік,1977-03-13,Історик,село Монастириська,"вулиця Стеценко, буд. 46, Авдіївка, 88841",074 186 13 22,mdankiv@example.com
Прокопович,Августин,Петрович,Чоловік,1997-02-05,Електрослюсар,село Гнівань,"узвіз Середньофонтанська, буд. 85, Рогатин, 85085",842 64 88,umasokha@example.org
